rate,ct_dst_src_ltm,ct_srv_dst,label
6.32E-06,0,0,0
1.44E-05,0.046875,0.131147541,0
1.37E-06,0.03125,0.032786885,0
2.04E-05,0.109375,0.114754098,0
0.000108728,0.015625,0.114754098,0
6.96E-06,0.015625,0,0
1.60E-05,0.0625,0.163934426,0
0.003015075,0.015625,0.016393443,0
2.00E-05,0.0625,0.163934426,0
0.002929687,0.015625,0,0
1.98E-05,0.09375,0.278688525,0
1.46E-05,0.09375,0.278688525,0
1.68E-05,0.03125,0.163934426,0
2.23E-05,0.03125,0.278688525,0
0.004447601,0,0,0
1.60E-05,0.03125,0.213114754,0
4.61E-05,0.015625,0.049180328,0
1.51E-05,0.03125,0.213114754,0
2.05E-05,0.03125,0.278688525,0
5.12E-05,0.015625,0.081967213,0
2.09E-05,0.015625,0.131147541,0
1.52E-05,0.078125,0.081967213,0
1.45E-05,0.015625,0,0
1.94E-05,0.03125,0.114754098,0
1.69E-05,0,0.081967213,0
5.70E-06,0.03125,0.032786885,0
2.11E-05,0.015625,0.278688525,0
3.67E-05,0,0.213114754,0
1.26E-06,0,0,0
1.58E-05,0.109375,0.278688525,0
1.86E-05,0.109375,0.278688525,0
1.53E-05,0.03125,0.147540984,0
1.69E-05,0.109375,0.278688525,0
2.36E-05,0.015625,0.131147541,0
9.94E-05,0.015625,0.081967213,0
2.85E-05,0.03125,0.131147541,0
1.44E-05,0.046875,0.131147541,0
9.65E-06,0.015625,0.081967213,0
1.90E-05,0.0625,0.163934426,0
2.44E-05,0.09375,0.278688525,0
5.35E-05,0,0.032786885,0
1.67E-05,0.03125,0.163934426,0
2.52E-05,0.015625,0.131147541,0
1.92E-05,0.109375,0.114754098,0
1.87E-05,0.109375,0.114754098,0
0.000288906,0.03125,0,0
2.04E-05,0.03125,0.278688525,0
2.07E-05,0.078125,0.081967213,0
1.99E-05,0.03125,0.114754098,0
1.57E-05,0.078125,0.081967213,0
3.88E-05,0,0.016393443,0
1.85E-05,0.109375,0.278688525,0
1.68E-05,0,0.06557377,0
1.65E-05,0.015625,0.131147541,0
1.45E-05,0.09375,0.278688525,0
1.92E-05,0.09375,0.278688525,0
2.75E-05,0.125,0.180327869,0
2.07E-05,0.0625,0.114754098,0
1.93E-05,0.125,0.180327869,0
1.92E-05,0.015625,0,0
1.88E-05,0.078125,0.245901639,0
2.02E-05,0.015625,0.049180328,0
2.63E-05,0.046875,0.147540984,0
3.26E-05,0,0.114754098,0
2.31E-05,0.03125,0.131147541,0
1.83E-05,0.078125,0.245901639,0
3.32E-05,0.03125,0.098360656,0
1.77E-05,0.015625,0.114754098,0
1.78E-05,0.015625,0.147540984,0
1.92E-05,0.015625,0.114754098,0
1.65E-05,0.03125,0.131147541,0
1.70E-05,0,0.147540984,0
1.81E-05,0.03125,0.131147541,0
0.000310255,0.015625,0,0
1.88E-05,0.046875,0.114754098,0
2.03E-05,0.078125,0.245901639,0
5.07E-06,0.015625,0.049180328,0
2.43E-05,0.015625,0.131147541,0
1.60E-05,0.0625,0.114754098,0
3.18E-06,0,0.081967213,0
4.00E-05,0.125,0.180327869,0
2.43E-05,0.125,0.180327869,0
2.60E-05,0.03125,0.147540984,0
3.43E-05,0.09375,0.081967213,0
1.70E-05,0.125,0.180327869,0
5.54E-05,0.015625,0.163934426,0
3.77E-05,0.015625,0,0
2.98E-05,0.09375,0.081967213,0
3.64E-06,0.03125,0.327868852,0
1.39E-05,0.015625,0.032786885,0
2.67E-05,0.015625,0.098360656,0
0.004395036,0.03125,0,0
2.88E-05,0.015625,0.098360656,0
2.39E-05,0.046875,0.147540984,0
7.88E-07,0,0.016393443,0
2.34E-05,0.046875,0.147540984,0
1.97E-05,0.03125,0.245901639,0
2.47E-05,0.03125,0.245901639,0
2.09E-05,0.015625,0.147540984,0
2.85E-05,0,0.147540984,0
4.15E-06,0,0.147540984,0
2.39E-05,0.03125,0.098360656,0
1.78E-05,0.015625,0.114754098,0
9.84E-05,0,0.098360656,0
1.67E-05,0.03125,0.131147541,0
1.82E-05,0.046875,0.114754098,0
4.84E-06,0.03125,0.114754098,0
2.44E-05,0.015625,0.131147541,0
0.001479043,0.078125,0.327868852,0
1.60E-05,0.0625,0.114754098,0
0.001647858,0.109375,0.163934426,0
2.86E-05,0.0625,0.114754098,0
1.81E-05,0,0.245901639,0
0.001280161,0.109375,0.163934426,0
2.09E-05,0.03125,0.245901639,0
1.76E-05,0.078125,0.245901639,0
2.00E-05,0.015625,0.081967213,0
1.73E-05,0.078125,0.245901639,0
2.31E-05,0.03125,0.131147541,0
1.84E-05,0.046875,0.114754098,0
1.68E-05,0,0.098360656,0
4.49E-05,0,0.131147541,0
1.44E-05,0.078125,0.245901639,0
9.47E-06,0,0.114754098,0
3.00E-05,0.078125,0.245901639,0
0.00082721,0,0,0
1.41E-05,0.078125,0.245901639,0
1.66E-05,0.015625,0.114754098,0
1.66E-06,0.015625,0.163934426,0
2.32E-05,0.078125,0.245901639,0
5.07E-06,0,0,0
8.21E-07,0,0.016393443,0
3.11E-05,0.09375,0.016393443,0
1.02E-05,0.125,0.180327869,0
3.40E-05,0.015625,0.032786885,0
2.50E-05,0.09375,0.081967213,0
2.81E-05,0,0.081967213,0
1.56E-05,0,0.098360656,0
2.71E-05,0.078125,0.245901639,0
3.18E-05,0.078125,0.245901639,0
2.45E-05,0.03125,0,0
2.86E-05,0.125,0.180327869,0
6.94E-05,0.09375,0.016393443,0
0.000189085,0.015625,0,0
1.55E-05,0.015625,0.098360656,0
3.00E-05,0.03125,0.098360656,0
3.89E-05,0.03125,0.114754098,0
2.15E-05,0.015625,0.098360656,0
2.32E-05,0.03125,0.098360656,0
0.001872978,0.078125,0.327868852,0
2.15E-05,0.09375,0.081967213,0
2.16E-05,0.09375,0.081967213,0
0.00146309,0.078125,0.327868852,0
2.13E-05,0.015625,0.049180328,0
3.36E-05,0,0.049180328,0
0.001462118,0.078125,0.327868852,0
2.01E-05,0.015625,0.114754098,0
2.31E-05,0.03125,0.131147541,0
1.91E-05,0.078125,0.016393443,0
2.39E-05,0.03125,0.098360656,0
1.68E-05,0.015625,0.147540984,0
0.000117923,0.03125,0.147540984,0
1.59E-05,0.046875,0.114754098,0
3.25E-05,0.109375,0.163934426,0
1.66E-05,0.015625,0.114754098,0
3.39E-05,0.125,0.180327869,0
2.26E-05,0.125,0.180327869,0
1.67E-05,0.0625,0.114754098,0
0.00146335,0.078125,0.327868852,0
0,0,0,0
0,0,0,0
0.002906977,0.015625,0,0
2.58E-05,0.046875,0.147540984,0
1.01E-05,0.015625,0.147540984,0
0.00124315,0.109375,0.163934426,0
2.62E-05,0.078125,0.245901639,0
0.001306517,0.109375,0.163934426,0
1.99E-05,0.015625,0.180327869,0
1.06E-05,0.015625,0.180327869,0
2.96E-05,0.015625,0.081967213,0
1.09E-05,0.015625,0.098360656,0
1.09E-05,0.015625,0.098360656,0
1.99E-05,0,0.098360656,0
2.20E-05,0.015625,0.098360656,0
0.00127482,0.109375,0.163934426,0
1.54E-05,0,0.049180328,0
0.002901354,0.03125,0,0
1.82E-05,0,0.114754098,0
0.000260632,0,0,0
0.000532176,0,0,0
8.51E-05,0.03125,0.016393443,0
0.003198294,0.015625,0,0
0.000331378,0.015625,0,0
0.001276793,0.109375,0.163934426,0
1.23E-05,0,0.180327869,0
1.88E-05,0.015625,0.098360656,0
8.22E-06,0,0.114754098,0
0.003337041,0,0,0
1.91E-05,0.046875,0.06557377,0
8.67E-06,0,0.081967213,0
1.11E-05,0.046875,0.262295082,0
5.48E-06,0.03125,0.327868852,0
1.47E-05,0.015625,0.081967213,0
1.01E-05,0,0.081967213,0
0.000124499,0.03125,0,0
2.48E-05,0.0625,0.131147541,0
1.22E-05,0.078125,0.131147541,0
0.003027245,0.015625,0.032786885,0
2.41E-05,0,0.081967213,0
1.12E-05,0.046875,0.081967213,0
0.001461341,0.078125,0.327868852,0
1.26E-05,0.125,0.163934426,0
1.37E-05,0.125,0.163934426,0
0.003515302,0.015625,0.016393443,0
1.40E-05,0.0625,0.131147541,0
1.06E-05,0.03125,0.131147541,0
0.000127014,0,0.114754098,0
1.71E-05,0,0.163934426,0
0.003191489,0.03125,0.032786885,0
2.46E-05,0,0.131147541,0
2.63E-05,0,0.131147541,0
1.10E-06,0,0.098360656,0
1.18E-05,0.078125,0.131147541,0
1.15E-05,0.0625,0.131147541,0
1.07E-05,0.046875,0.262295082,0
0.000147337,0,0.098360656,0
1.21E-05,0.046875,0.081967213,0
2.43E-05,0.125,0.163934426,0
8.50E-05,0.03125,0.016393443,0
2.30E-05,0.015625,0.06557377,0
0.000276001,0,0,0
4.43E-05,0,0.147540984,0
0.000183891,0.046875,0.032786885,0
4.01E-05,0.015625,0.098360656,0
1.40E-05,0.046875,0.262295082,0
1.46E-05,0.03125,0.081967213,0
5.91E-05,0,0.114754098,0
1.24E-05,0.09375,0.262295082,0
1.52E-05,0.03125,0.081967213,0
8.91E-05,0.015625,0.114754098,0
1.90E-05,0.03125,0.245901639,0
0.003118503,0,0,0
0.000526885,0.046875,0.032786885,0
0.002895753,0.015625,0,0
0.001232902,0,0,0
2.52E-05,0.015625,0.245901639,0
1.40E-05,0.0625,0.245901639,0
1.13E-05,0.0625,0.131147541,0
2.40E-05,0,0.06557377,0
9.43E-06,0.015625,0.032786885,0
1.19E-05,0.046875,0.245901639,0
2.72E-05,0,0.131147541,0
0.004369057,0.015625,0.016393443,0
1.19E-05,0.046875,0.081967213,0
2.44E-05,0.0625,0.131147541,0
0.001739681,0.1875,0.327868852,0
1.09E-05,0.03125,0.131147541,0
0.003409091,0.015625,0,0
0.001403419,0.078125,0.114754098,0
1.22E-05,0.046875,0.262295082,0
8.12E-05,0.015625,0.147540984,0
1.47E-05,0.03125,0.081967213,0
0.00144765,0.1875,0.327868852,0
1.60E-05,0.0625,0.245901639,0
1.59E-05,0.125,0.163934426,0
0.001356541,0.1875,0.327868852,0
1.21E-05,0.078125,0.131147541,0
2.01E-05,0.078125,0.131147541,0
0.001752523,0.078125,0.114754098,0
1.14E-05,0.078125,0.131147541,0
2.39E-05,0.09375,0.262295082,0
2.38E-05,0.015625,0.098360656,0
2.42E-05,0,0,0
1.07E-05,0.046875,0.262295082,0
9.52E-05,0,0.032786885,0
1.28E-05,0.125,0.163934426,0
2.59E-05,0.015625,0.131147541,0
3.48E-05,0.03125,0.327868852,0
2.45E-05,0.015625,0.131147541,0
2.49E-05,0.015625,0.262295082,0
0.00012724,0,0.114754098,0
6.59E-06,0,0.081967213,0
2.79E-05,0,0,0
9.23E-05,0.015625,0.081967213,0
1.23E-05,0.046875,0.262295082,0
1.39E-05,0.046875,0.245901639,0
0.001526788,0.1875,0.327868852,0
1.99E-05,0.03125,0.245901639,0
2.00E-05,0.125,0.163934426,0
1.52E-05,0.125,0.163934426,0
0.001373455,0.1875,0.327868852,0
1.61E-05,0.015625,0.262295082,0
0.001741793,0.1875,0.327868852,0
2.50E-05,0,0.245901639,0
2.19E-05,0.015625,0.163934426,0
8.14E-05,0.015625,0.147540984,0
2.53E-05,0.015625,0.081967213,0
2.44E-05,0.0625,0.245901639,0
1.47E-06,0.015625,0.147540984,0
1.16E-05,0.0625,0.131147541,0
1.34E-05,0.09375,0.262295082,0
7.39E-06,0,0.163934426,0
1.24E-05,0.09375,0.262295082,0
1.23E-05,0.09375,0.262295082,0
1.23E-05,0.09375,0.262295082,0
1.23E-05,0.046875,0.245901639,0
1.44E-05,0.125,0.163934426,0
8.86E-06,0.015625,0.147540984,0
1.33E-05,0.0625,0.131147541,0
1.32E-05,0.0625,0.131147541,0
2.57E-05,0.015625,0.06557377,0
3.49E-05,0.03125,0.147540984,0
1.11E-05,0.03125,0.131147541,0
2.85E-05,0.015625,0.245901639,0
1.15E-05,0.0625,0.131147541,0
4.16E-06,0.015625,0.081967213,0
1.13E-05,0.046875,0.262295082,0
1.08E-05,0.046875,0.262295082,0
0.002752293,0.015625,0,0
3.87E-06,0.015625,0.131147541,0
0.000106632,0,0.081967213,0
1.67E-05,0.0625,0.245901639,0
0.001403181,0.078125,0.114754098,0
5.08E-06,0,0.245901639,0
2.57E-05,0.015625,0,0
3.25E-06,0.03125,0.114754098,0
0.000589659,0.046875,0.032786885,0
1.28E-06,0,0.131147541,0
6.03E-06,0.109375,0.163934426,0
1.33E-05,0.078125,0.131147541,0
1.24E-05,0.09375,0.262295082,0
4.41E-05,0,0.114754098,0
1.16E-05,0.046875,0.081967213,0
1.26E-05,0.125,0.163934426,0
0.001479489,0.1875,0.327868852,0
1.28E-05,0.0625,0.131147541,0
2.47E-05,0.015625,0.131147541,0
0.002970297,0,0,0
2.45E-05,0,0.06557377,0
0.00233265,0.1875,0.327868852,0
1.56E-05,0.0625,0.245901639,0
0.001739864,0.1875,0.327868852,0
1.21E-05,0.046875,0.245901639,0
2.15E-05,0.03125,0.245901639,0
0.004434011,0.1875,0,0
1.60E-05,0,0.032786885,0
3.73E-06,0,0.114754098,0
0.002135369,0.1875,0.327868852,0
4.09E-06,0.015625,0.081967213,0
5.16E-06,0.0625,0.295081967,0
0.002997003,0,0,0
1.78E-06,0.09375,0.163934426,0
1.24E-05,0,0.114754098,0
5.99E-06,0.03125,0.213114754,0
5.09E-06,0.015625,0,0
9.18E-06,0.03125,0.213114754,0
2.93E-05,0,0.016393443,0
9.30E-06,0.078125,0.213114754,0
1.09E-05,0.078125,0.295081967,0
9.82E-05,0,0.147540984,0
1.10E-05,0.046875,0.049180328,0
5.70E-05,0.0625,0.229508197,0
7.05E-06,0.015625,0.032786885,0
4.66E-05,0.09375,0.163934426,0
0.001664219,0,0,0
0.001478826,0.1875,0.327868852,0
8.97E-06,0.046875,0.081967213,0
8.32E-06,0.046875,0.081967213,0
0.001479091,0.1875,0.327868852,0
9.08E-06,0.046875,0.049180328,0
4.94E-05,0,0.032786885,0
2.00E-05,0.078125,0.229508197,0
0.00292163,0,0,0
8.25E-06,0.078125,0.229508197,0
4.40E-06,0.03125,0.213114754,0
0.002638522,0.015625,0.032786885,0
2.83E-06,0,0.032786885,0
5.93E-06,0,0.032786885,0
0.001394098,0.078125,0.114754098,0
9.10E-06,0.015625,0.081967213,0
5.07E-06,0.03125,0,0
0.001405392,0.078125,0.114754098,0
1.24E-05,0,0.016393443,0
1.21E-06,0.03125,0.213114754,0
0.002695418,0.015625,0.016393443,0
8.31E-06,0.0625,0.06557377,0
0.004412146,0.015625,0,0
4.77E-05,0.09375,0.163934426,0
5.31E-05,0.09375,0.163934426,0
1.01E-06,0,0.049180328,0
6.87E-05,0.09375,0.295081967,0
4.06E-06,0.09375,0.295081967,0
3.14E-06,0,0.049180328,0
3.69E-05,0.09375,0.295081967,0
0.000185019,0.03125,0.213114754,0
1.27E-06,0,0.262295082,0
0.000540001,0.0625,0.295081967,0
0.000290729,0.03125,0.229508197,0
7.36E-06,0.03125,0.262295082,0
1.02E-05,0.078125,0.295081967,0
9.32E-06,0.078125,0.229508197,0
0.000113572,0.03125,0.147540984,0
8.59E-06,0.0625,0.114754098,0
0.00140336,0,0.147540984,0
1.97E-05,0.078125,0.295081967,0
9.09E-06,0.046875,0.049180328,0
2.42E-05,0.03125,0.147540984,0
9.34E-06,0.0625,0.114754098,0
8.97E-06,0.03125,0.213114754,0
1.91E-05,0,0.262295082,0
1.74E-05,0.03125,0.213114754,0
2.03E-05,0.03125,0.032786885,0
0.000101005,0.03125,0.147540984,0
1.01E-05,0.078125,0.295081967,0
1.00E-05,0.078125,0.295081967,0
2.19E-05,0.015625,0.180327869,0
8.32E-06,0.078125,0.229508197,0
4.89E-05,0.015625,0.049180328,0
3.26E-05,0,0.032786885,0
1.13E-05,0.015625,0,0
0.003125,0.09375,0.016393443,0
5.66E-05,0.0625,0.229508197,0
6.67E-05,0.0625,0.06557377,0
0.001332849,0.09375,0.262295082,0
6.27E-05,0.0625,0.229508197,0
0.000108728,0.0625,0.06557377,0
1.52E-05,0.046875,0.262295082,0
7.55E-05,0.09375,0.163934426,0
4.31E-05,0.09375,0.295081967,0
4.29E-06,0.03125,0.262295082,0
2.50E-05,0.046875,0.163934426,0
5.37E-06,0.09375,0.163934426,0
0.000992121,0.015625,0,0
0.000430057,0.0625,0.295081967,0
2.19E-05,0,0.114754098,0
1.28E-06,0.015625,0.049180328,0
8.63E-06,0.0625,0.114754098,0
9.34E-06,0.0625,0.114754098,0
2.54E-05,0,0.032786885,0
1.86E-05,0.015625,0.295081967,0
2.01E-05,0.0625,0.295081967,0
8.14E-06,0.046875,0.081967213,0
2.54E-05,0,0.032786885,0
1.64E-05,0.046875,0.081967213,0
1.03E-05,0.078125,0.213114754,0
0.000120335,0.03125,0.180327869,0
9.00E-06,0.078125,0.213114754,0
8.69E-06,0.078125,0.229508197,0
0.001337494,0.09375,0.262295082,0
2.82E-05,0.046875,0.163934426,0
5.99E-05,0.09375,0.295081967,0
0.003147954,0.046875,0.016393443,0
3.95E-05,0.09375,0.295081967,0
0.002096436,0.015625,0,0
6.92E-05,0.046875,0.262295082,0
0.000188027,0.03125,0.213114754,0
0.000474971,0.0625,0.295081967,0
5.33E-05,0.03125,0.262295082,0
0.001333226,0.09375,0.262295082,0
0.004028436,0,0,0
4.64E-05,0,0.180327869,0
7.79E-05,0.015625,0.049180328,0
2.54E-06,0.03125,0.262295082,0
2.88E-06,0.03125,0.098360656,0
4.51E-06,0.03125,0.262295082,0
2.12E-05,0.03125,0.180327869,0
0.002873563,0,0,0
0.000209539,0,0.049180328,0
1.33E-05,0.015625,0.180327869,0
3.59E-05,0,0.049180328,0
2.91E-05,0.03125,0.016393443,0
2.66E-05,0.015625,0,0
0.000138686,0.046875,0.147540984,0
5.87E-05,0.015625,0.180327869,0
1.53E-05,0.015625,0.06557377,0
2.87E-06,0.03125,0.180327869,0
0.00015379,0.015625,0.049180328,0
4.83E-05,0,0.098360656,0
0.001715088,0.09375,0.262295082,0
5.21E-05,0.015625,0.06557377,0
0.000174617,0,0.049180328,0
0.000244883,0.03125,0.229508197,0
0.001439024,0.09375,0.262295082,0
0.000392656,0.03125,0.229508197,0
0.010514692,0,0,0
9.35E-06,0.0625,0.114754098,0
2.15E-05,0.015625,0,0
0.002777778,0.015625,0.016393443,0
8.43E-06,0.078125,0.229508197,0
5.60E-05,0.0625,0.229508197,0
7.27E-05,0,0.032786885,0
4.76E-05,0.09375,0.295081967,0
3.94E-05,0,0.049180328,0
0.000299809,0,0,0
0.000242166,0.03125,0.213114754,0
4.12E-05,0,0.032786885,0
0.000109149,0,0.098360656,0
0.003198294,0.078125,0,0
8.98E-06,0.078125,0.213114754,0
6.51E-05,0,0.229508197,0
0.003080388,0.015625,0,0
6.96E-05,0,0.016393443,0
0.001337657,0.09375,0.262295082,0
2.08E-05,0.046875,0.163934426,0
1.97E-05,0.078125,0.295081967,0
0.000242919,0,0.147540984,0
1.12E-05,0.03125,0.032786885,0
0.000181674,0,0.06557377,0
9.12E-06,0.078125,0.213114754,0
9.53E-06,0.046875,0.049180328,0
0.000311867,0,0.098360656,0
1.42E-05,0.046875,0.163934426,0
0.000199602,0,0.098360656,0
0.000282145,0.015625,0.06557377,0
0.004201681,0,0.180327869,0
0.001569262,0.03125,0.098360656,0
9.97E-05,0.0625,0.229508197,0
8.21E-05,0.0625,0.06557377,0
7.46E-05,0,0.098360656,0
9.92E-05,0.0625,0.06557377,0
4.89E-05,0.09375,0.163934426,0
1.70E-05,0.046875,0.147540984,0
6.12E-05,0,0.114754098,0
2.88E-05,0.015625,0.032786885,0
0.001271186,0,0,0
0.003181336,0.109375,0.016393443,0
0.001607325,0.03125,0.098360656,0
0.00028654,0.03125,0.098360656,0
0.00017589,0.03125,0.098360656,0
0.002862596,0.015625,0,0
0.000644159,0.015625,0.032786885,0
0.003218884,0,0,0
0.004392765,0,0,0
1.53E-05,0.015625,0.032786885,0
2.14E-05,0,0.032786885,0
8.41E-06,0.09375,0.278688525,0
8.69E-06,0.03125,0.098360656,0
0.000241173,0.015625,0.147540984,0
3.08E-05,0,0.032786885,0
9.73E-06,0.046875,0.147540984,0
0.001712507,0.03125,0.180327869,0
8.49E-06,0.03125,0.06557377,0
3.99E-06,0,0,0
0.001696135,0.03125,0.098360656,0
3.15E-06,0,0.098360656,0
2.84E-06,0,0.032786885,0
0.000186103,0.03125,0.098360656,0
0.000221864,0.078125,0.114754098,0
0.002405547,0,0.016393443,0
0.000244814,0.078125,0.114754098,0
0.003027245,0,0,0
0.001521228,0.03125,0.098360656,0
0.000416236,0.03125,0.147540984,0
9.01E-06,0.09375,0.278688525,0
1.10E-06,0.046875,0.147540984,0
1.89E-05,0.09375,0.278688525,0
0.004233068,0,0.032786885,0
8.64E-06,0.09375,0.278688525,0
2.52E-06,0.015625,0.278688525,0
0.00175644,0.03125,0.180327869,0
6.20E-06,0,0.06557377,0
0.003027245,0.015625,0.016393443,0
5.65E-05,0,0.114754098,0
0.001704898,0.03125,0.098360656,0
9.12E-06,0.03125,0.098360656,0
2.44E-05,0.015625,0.114754098,0
2.15E-05,0.015625,0.114754098,0
0.000270679,0.015625,0.049180328,0
1.66E-05,0.015625,0.114754098,0
8.97E-06,0.03125,0.06557377,0
0.001525377,0.03125,0.098360656,0
6.54E-05,0.03125,0.032786885,0
4.50E-05,0.015625,0.032786885,0
6.70E-05,0.03125,0.032786885,0
4.78E-05,0,0.114754098,0
0.000139909,0.015625,0.049180328,0
5.62E-05,0.046875,0,0
0.000254312,0.078125,0.114754098,0
0.000868899,0.015625,0.032786885,0
8.41E-05,0.015625,0.06557377,0
0.000485166,0.03125,0.147540984,0
1.05E-05,0.03125,0.098360656,0
1.10E-06,0.046875,0.147540984,0
1.02E-05,0,0.147540984,0
9.45E-06,0.015625,0.032786885,0
4.46E-06,0,0.262295082,0
3.81E-05,0,0.098360656,0
1.72E-05,0.09375,0.278688525,0
0.001608814,0.03125,0.098360656,0
0.001753268,0.03125,0.180327869,0
1.00E-05,0.09375,0.278688525,0
9.20E-06,0.09375,0.278688525,0
2.56E-05,0.015625,0,0
2.14E-05,0,0.06557377,0
9.73E-06,0.046875,0.147540984,0
7.63E-05,0.015625,0.180327869,0
1.98E-05,0,0.114754098,0
8.16E-06,0.03125,0.06557377,0
1.74E-05,0.015625,0.032786885,0
0.000152997,0.046875,0.262295082,0
1.66E-05,0,0.114754098,0
3.71E-06,0.03125,0,0
0.001614876,0.03125,0.098360656,0
3.52E-06,0.03125,0.147540984,0
0.002967359,0.015625,0.016393443,0
2.09E-05,0,0,0
2.77E-06,0.03125,0.147540984,0
0.001523801,0.046875,0.213114754,0
0.000422849,0.0625,0.278688525,0
0.000426682,0.015625,0,0
0.001706308,0.046875,0.213114754,0
0.003257329,0.109375,0.016393443,0
0.001650943,0.015625,0.180327869,0
0.003521127,0,0,0
0.001665573,0.078125,0.278688525,0
0.00215461,0.03125,0.213114754,0
0.001177173,0.078125,0.278688525,0
0.003164557,0.046875,0.032786885,0
0.00032155,0.078125,0.114754098,0
0.002243829,0.03125,0.032786885,0
6.90E-05,0.109375,0.114754098,0
0.002521586,0.046875,0.180327869,0
3.97E-05,0.015625,0.278688525,0
0.001711796,0.046875,0.180327869,0
4.82E-06,0,0,0
5.24E-05,0.015625,0.114754098,0
0.001296259,0.046875,0.180327869,0
6.44E-05,0.109375,0.114754098,0
5.82E-05,0.109375,0.114754098,0
0.000195524,0.046875,0.098360656,0
0.002442816,0.046875,0.081967213,0
0.001202688,0.0625,0,0
0.001363636,0.046875,0.147540984,0
0.000301282,0,0.049180328,0
0.0013027,0.046875,0.147540984,0
0.000358209,0,0.016393443,0
0.000240777,0.03125,0.180327869,0
0.001295133,0.046875,0.147540984,0
0.001709844,0.046875,0.213114754,0
4.60E-06,0,0.114754098,0
2.92E-06,0.015625,0.114754098,0
0.000230051,0.015625,0.180327869,0
9.05E-06,0,0.098360656,0
0.000103701,0,0,0
0.001450252,0.03125,0.213114754,0
0.0003112,0.046875,0.098360656,0
0.000521022,0.0625,0.278688525,0
6.27E-05,0.015625,0.081967213,0
0.000433862,0.0625,0.278688525,0
0.002257336,0.03125,0,0
2.53E-05,0,0,0
0.001203238,0.078125,0.278688525,0
0.00034464,0.078125,0.114754098,0
0.000217517,0.015625,0.180327869,0
0.00088861,0,0,0
3.06E-05,0.015625,0.049180328,0
4.45E-06,0,0.098360656,0
0.001665573,0.078125,0.278688525,0
0.001608344,0.046875,0.081967213,0
6.50E-05,0.109375,0.114754098,0
4.70E-05,0.015625,0.114754098,0
0.002906977,0.046875,0,0
0.001533708,0.046875,0.081967213,0
0.000440147,0.0625,0.278688525,0
0.004385965,0.046875,0.049180328,0
0.001244485,0.078125,0.278688525,0
0.004540598,0,0.032786885,0
0.000412197,0.03125,0.180327869,0
0.000460821,0.078125,0.114754098,0
9.45E-05,0.109375,0.114754098,0
0.002241239,0.046875,0.213114754,0
6.03E-05,0.109375,0.114754098,0
0.000202981,0.046875,0.098360656,0
0.001572177,0.03125,0.213114754,0
0.000195791,0.046875,0.098360656,0
0.002854424,0.015625,0.032786885,0
0.00295858,0.046875,0.032786885,0
3.58E-06,0.078125,0,0
3.06E-05,0.015625,0.049180328,0
8.24E-05,0.015625,0,0
0.000416562,0,0.081967213,0
0.000206654,0.03125,0.213114754,0
0.000423028,0.046875,0.114754098,0
0.001229325,0.015625,0.114754098,0
0.001359087,0.09375,0.213114754,0
0.001321004,0.03125,0.081967213,0
0.000385978,0.03125,0.114754098,0
0.001579779,0.078125,0.098360656,0
0.000525536,0.03125,0.114754098,0
0.000349025,0.03125,0.114754098,0
0.000314609,0.03125,0.213114754,0
0.003826644,0.109375,0.114754098,0
1.33E-05,0.03125,0.016393443,0
0.004373553,0,0.016393443,0
5.14E-05,0.015625,0.163934426,0
4.63E-06,0.046875,0.081967213,0
0.002892961,0.015625,0.032786885,0
2.34E-05,0.015625,0.163934426,0
0.001359087,0.09375,0.213114754,0
1.87E-05,0.015625,0.098360656,0
3.90E-06,0,0.032786885,0
0.002358154,0.078125,0.098360656,0
2.15E-06,0,0.06557377,0
0.001666919,0.109375,0.180327869,0
0.00011962,0.015625,0,0
0.000613269,0.046875,0.114754098,0
1.58E-06,0,0.098360656,0
0.001244485,0.015625,0.114754098,0
0.001758968,0.03125,0.081967213,0
3.08E-05,0,0,0
1.15E-05,0.03125,0.213114754,0
2.32E-06,0.015625,0.114754098,0
0.002879079,0.015625,0.032786885,0
1.27E-05,0.015625,0.098360656,0
0.001781473,0.09375,0.213114754,0
6.68E-06,0,0.098360656,0
2.78E-06,0.046875,0.114754098,0
0.002251023,0.109375,0.180327869,0
0.002884615,0,0,0
0.001266252,0.03125,0.081967213,0
0.002941177,0.109375,0.032786885,0
1.15E-06,0.015625,0.016393443,0
1.43E-06,0.015625,0.016393443,0
0.001720991,0.109375,0.114754098,0
3.60E-06,0.015625,0.114754098,0
0.005031681,0,0.049180328,0
3.93E-06,0,0.081967213,0
0.001411523,0.078125,0.163934426,0
0.001762256,0.078125,0.180327869,0
0.002772643,0.015625,0,0
0.001397594,0.09375,0.213114754,0
0.001773335,0.078125,0.180327869,0
3.65E-05,0.03125,0.114754098,0
1.82E-06,0,0.016393443,0
0.00430162,0.015625,0.049180328,0
3.86E-06,0,0.213114754,0
0.002816902,0.015625,0.032786885,0
2.02E-05,0,0.114754098,0
6.59E-06,0.046875,0.114754098,0
0.001768204,0.078125,0.098360656,0
4.93E-06,0.015625,0.098360656,0
2.91E-06,0,0.016393443,0
3.56E-06,0.015625,0.180327869,0
1.37E-06,0.03125,0.163934426,0
0.000606673,0.015625,0.114754098,0
1.85E-05,0,0.032786885,0
3.53E-06,0.03125,0,0
0.002970297,0.03125,0.032786885,0
0.001408511,0.078125,0.163934426,0
0.001410799,0.078125,0.163934426,0
0.004177931,0.015625,0.016393443,0
